"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка фильтров для статей","15148","blogTest(String) [2] Вклады и счета","","Sun Jan 19 06:28:18 GMT 2025","passed","Sun Jan 19 06:28:34 GMT 2025","","MtsBankTest","MtsBankTest","blogTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","14111","premiumTest(String, String, String, String, Integer) [8] им фа, 11.11.1900, 123123123123, моск, 1","","Sun Jan 19 06:33:19 GMT 2025","passed","Sun Jan 19 06:33:33 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","premiumTest"
"Проверка фильтров для статей","12152","blogTest(String) [2] Вклады и счета","","Sun Jan 19 06:34:03 GMT 2025","passed","Sun Jan 19 06:34:15 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","14124","premiumTest(String, String, String, String, Integer) [3] и ф, 11.11.1999, 123123123123123, моск, 4","","Sun Jan 19 06:27:37 GMT 2025","failed","Sun Jan 19 06:27:52 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка соответствия хотя бы одной карты каждому фильтру","15191","kardTest(String) [1] Все","","Sun Jan 19 06:27:22 GMT 2025","failed","Sun Jan 19 06:27:37 GMT 2025","","MtsBankTest","MtsBankTest","kardTest"
"Проверка фильтров для статей","13095","blogTest(String) [5] Дебетовые карты","","Sun Jan 19 06:31:15 GMT 2025","passed","Sun Jan 19 06:31:28 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для кредита под залог","17132","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [14] и ф о, a@a.a, 1231231233, 12.12.1984, 4, 99999999, 20","","Sun Jan 19 06:29:46 GMT 2025","passed","Sun Jan 19 06:30:03 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для кредита под залог","15031","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [24] и ф о, aa@a.a, 1231231233, 1.1.1, 3, 1, 20","","Sun Jan 19 06:30:38 GMT 2025","passed","Sun Jan 19 06:30:54 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для кредита под залог","29936","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [1] и , aa@a.a, 1231231233, 12.12.1984, 0, 1234567, 0","","Sun Jan 19 06:29:16 GMT 2025","passed","Sun Jan 19 06:29:46 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для нового премиум клиента","14690","premiumTest(String, String, String, String, Integer) [4] им фа, 11.1, 123123123123123, моск, 1","","Sun Jan 19 06:27:52 GMT 2025","passed","Sun Jan 19 06:28:06 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
