"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка фильтров для статей","40269","blogTest(String) [10] Инвестиции","","Thu Jan 09 06:34:45 GMT 2025","passed","Thu Jan 09 06:35:25 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","84471","premiumTest(String, String, String, String, Integer) [8] им фа, 11.11.1900, 123123123123, моск, 1","","Thu Jan 09 06:35:31 GMT 2025","passed","Thu Jan 09 06:36:56 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","premiumTest"
"Проверка формы валидации данных о пользователе для вклада для своих","17396","vkladsTest(String, String, String, String, Integer) [1] им фа, 11.1, 123123123123123, моск, 1","","Thu Jan 09 06:37:26 GMT 2025","passed","Thu Jan 09 06:37:43 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","vkladsTest"
"Проверка соответствия хотя бы одной карты каждому фильтру","12035","kardTest(String) [5] Виртуальные","","Thu Jan 09 06:34:00 GMT 2025","passed","Thu Jan 09 06:34:12 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","kardTest"
"Проверка фильтров для статей","12282","blogTest(String) [6] Ипотека","","Thu Jan 09 06:29:14 GMT 2025","passed","Thu Jan 09 06:29:26 GMT 2025","","MtsBankTest","MtsBankTest","blogTest"
"Проверка соответствия хотя бы одной карты каждому фильтру","38998","kardTest(String) [4] Премиальные","","Thu Jan 09 06:29:19 GMT 2025","passed","Thu Jan 09 06:29:58 GMT 2025","","MtsBankTest","MtsBankTest","kardTest"
"Проверка формы валидации данных о пользователе для кредита под залог","20251","test(String, String, String, String, Integer, Integer, Integer) [17] и ф о, aa@a.a, 123, 12.12.1984, 2, 99999999, 20","","Thu Jan 09 06:38:40 GMT 2025","passed","Thu Jan 09 06:39:00 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для кредита под залог","18558","test(String, String, String, String, Integer, Integer, Integer) [25] и ф о, aaasdasru, 1231231233, 12.12.1999, 1, 1, 20","","Thu Jan 09 06:39:16 GMT 2025","passed","Thu Jan 09 06:39:35 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для кредита под залог","14020","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [7] и ф о, aaasdasru, 1231231233, 12.12.1999, 1, 1, 0","","Thu Jan 09 06:29:35 GMT 2025","passed","Thu Jan 09 06:29:49 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка соответствия хотя бы одной карты каждому фильтру","13302","kardTest(String) [1] Все","","Thu Jan 09 06:34:12 GMT 2025","failed","Thu Jan 09 06:34:25 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","kardTest"
"Проверка фильтров для статей","13721","blogTest(String) [1] Все","","Thu Jan 09 06:30:43 GMT 2025","passed","Thu Jan 09 06:30:57 GMT 2025","","MtsBankTest","MtsBankTest","blogTest"
"Проверка формы валидации данных о пользователе для кредита под залог","68260","test(String, String, String, String, Integer, Integer, Integer) [18] и ф о, aa@a.a, 1231231233, 1.1.1, 3, 99999999, 20","","Thu Jan 09 06:38:57 GMT 2025","passed","Thu Jan 09 06:40:06 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для вклада для своих","17252","vkladsTest(String, String, String, String, Integer) [6] им фа, 11.11.1999, чето, моск, 2","","Thu Jan 09 06:37:03 GMT 2025","passed","Thu Jan 09 06:37:20 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","vkladsTest"
"Проверка формы валидации данных о пользователе для кредита под залог","16235","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [22] и , aa@a.a, 1231231233, 12.12.1984, 0, 1, 20","","Thu Jan 09 06:32:26 GMT 2025","passed","Thu Jan 09 06:32:42 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для нового премиум клиента","11384","premiumTest(String, String, String, String, Integer) [6] им фа, 11.11.1999, чето, моск, 2","","Thu Jan 09 06:31:16 GMT 2025","passed","Thu Jan 09 06:31:28 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка формы валидации данных о пользователе для кредита под залог","16404","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [3] и ф о, aa@a.a, 1231231233, 12.12.1984, 4, 1, 0","","Thu Jan 09 06:31:55 GMT 2025","passed","Thu Jan 09 06:32:11 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для нового премиум клиента","14835","premiumTest(String, String, String, String, Integer) [2] ии фф оо, 11.11.1999, 123123123123123, моск, 4","","Thu Jan 09 06:36:56 GMT 2025","passed","Thu Jan 09 06:37:11 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","premiumTest"
"Проверка формы валидации данных о пользователе для кредита под залог","20400","test(String, String, String, String, Integer, Integer, Integer) [3] и ф о, aa@a.a, 1231231233, 12.12.1984, 4, 1, 0","","Thu Jan 09 06:38:19 GMT 2025","passed","Thu Jan 09 06:38:40 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для вклада для своих","19020","vkladsTest(String, String, String, String, Integer) [3] ии фф оо, 11.11.1999, 123123123123123, afasdas, 3","","Thu Jan 09 06:37:39 GMT 2025","passed","Thu Jan 09 06:37:58 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","vkladsTest"
"Проверка формы валидации данных о пользователе для кредита под залог","20150","test(String, String, String, String, Integer, Integer, Integer) [12] и ф о, aa@a.a, 1231231233, 1.1.1, 3, 99999999, 0","","Thu Jan 09 06:37:12 GMT 2025","passed","Thu Jan 09 06:37:32 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для вклада для своих","42411","vkladsTest(String, String, String, String, Integer) [4] и ф, 11.11.1999, 123123123123123, моск, 4","","Thu Jan 09 06:36:03 GMT 2025","failed","Thu Jan 09 06:36:45 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","vkladsTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","13690","premiumTest(String, String, String, String, Integer) [4] им фа, 11.1, 123123123123123, моск, 1","","Thu Jan 09 06:34:37 GMT 2025","passed","Thu Jan 09 06:34:51 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","premiumTest"
"Проверка фильтров для статей","12526","blogTest(String) [2] Вклады и счета","","Thu Jan 09 06:30:30 GMT 2025","passed","Thu Jan 09 06:30:43 GMT 2025","","MtsBankTest","MtsBankTest","blogTest"
"Проверка формы валидации данных о пользователе для кредита под залог","14679","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [24] и ф о, aa@a.a, 1231231233, 1.1.1, 3, 1, 20","","Thu Jan 09 06:32:57 GMT 2025","passed","Thu Jan 09 06:33:11 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для нового премиум клиента","12758","premiumTest(String, String, String, String, Integer) [5] им фа, 11.11.1999, 123, моск, 2","","Thu Jan 09 06:34:51 GMT 2025","passed","Thu Jan 09 06:35:03 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","premiumTest"
"Проверка формы валидации данных о пользователе для кредита под залог","21147","test(String, String, String, String, Integer, Integer, Integer) [16] и , aa@a.a, 1231231233, 12.12.1984, 0, 99999999, 20","","Thu Jan 09 06:38:12 GMT 2025","passed","Thu Jan 09 06:38:33 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для кредита под залог","13293","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [2] и ф о, a@a.a, 1231231233, 12.12.1984, 4, 1, 0","","Thu Jan 09 06:31:42 GMT 2025","failed","Thu Jan 09 06:31:55 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для кредита под залог","28750","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [16] и , aa@a.a, 1231231233, 12.12.1984, 0, 99999999, 20","","Thu Jan 09 06:32:11 GMT 2025","passed","Thu Jan 09 06:32:40 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка фильтров для статей","13798","blogTest(String) [6] Ипотека","","Thu Jan 09 06:33:48 GMT 2025","passed","Thu Jan 09 06:34:02 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","13628","premiumTest(String, String, String, String, Integer) [4] им фа, 11.1, 123123123123123, моск, 1","","Thu Jan 09 06:30:35 GMT 2025","passed","Thu Jan 09 06:30:48 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка формы валидации данных о пользователе для вклада для своих","18350","vkladsTest(String, String, String, String, Integer) [7] eng lish, 11.11.1999, 123123123123, моск, 0","","Thu Jan 09 06:37:20 GMT 2025","passed","Thu Jan 09 06:37:39 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","vkladsTest"
"Проверка фильтров для статей","11900","blogTest(String) [9] Платежи и переводы","","Thu Jan 09 06:34:33 GMT 2025","passed","Thu Jan 09 06:34:45 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для кредита под залог","20970","test(String, String, String, String, Integer, Integer, Integer) [1] и , aa@a.a, 1231231233, 12.12.1984, 0, 1234567, 0","","Thu Jan 09 06:37:58 GMT 2025","passed","Thu Jan 09 06:38:19 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для вклада для своих","18290","vkladsTest(String, String, String, String, Integer) [8] им фа, 11.11.1900, 123123123123, моск, 1","","Thu Jan 09 06:38:01 GMT 2025","passed","Thu Jan 09 06:38:19 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","vkladsTest"
"Проверка формы валидации данных о пользователе для кредита под залог","15223","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [8] и ф о, a@a.a, 1231231233, 12.12.1984, 4, 99999999, 0","","Thu Jan 09 06:29:49 GMT 2025","passed","Thu Jan 09 06:30:05 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка фильтров для статей","12774","blogTest(String) [10] Инвестиции","","Thu Jan 09 06:30:03 GMT 2025","passed","Thu Jan 09 06:30:16 GMT 2025","","MtsBankTest","MtsBankTest","blogTest"
"Проверка фильтров для статей","14559","blogTest(String) [4] Кредитные карты","","Thu Jan 09 06:33:22 GMT 2025","passed","Thu Jan 09 06:33:37 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для кредита под залог","15585","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [10] и , aa@a.a, 1231231233, 12.12.1984, 0, 99999999, 0","","Thu Jan 09 06:30:21 GMT 2025","passed","Thu Jan 09 06:30:36 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для нового премиум клиента","11727","premiumTest(String, String, String, String, Integer) [3] и ф, 11.11.1999, 123123123123123, моск, 4","","Thu Jan 09 06:30:23 GMT 2025","failed","Thu Jan 09 06:30:35 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","11626","premiumTest(String, String, String, String, Integer) [3] и ф, 11.11.1999, 123123123123123, моск, 4","","Thu Jan 09 06:34:25 GMT 2025","failed","Thu Jan 09 06:34:37 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","premiumTest"
